ID,length,locus_tag,assembly,accession,start,end,strand,taxid,feature,gene,product,protein_id,context,superkingdom,phylum,class,order,family,genus,species,replicon_type,replicon_name
AB0001NQEO,205,DOLE_RS13830,GCF000018405.1,NC_009943.1,3243386,3244004,1,96561,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_012176107.1,AB0001NQEP;AB0001NQEQ;AB0001NQER;AB0001NQES;AB0001NQET;AB0001NQEU;AB0001NQEV;AB0001NQEW;AB0001NQEX;AB0001NQEN;AB0001NQEM;AB0001NQEL;AB0001NQEK;AB0001NQEJ;AB0001NQEI;AB0001NQEH,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus oleovorans,main,main
AB00085E79,198,VN24_RS17605,GCF000961095.1,NZ_CP011058.1,3900528,3901125,1,1126833,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_045671465.1,AB00085E7A;AB00085E7B;AB00085E7C;AB00085E7D;AB00085E7E;AB00085E7F;AB00085E7G;AB00085E7H;AB00085E78;AB00085E77;AB00085E76;AB00085E75;AB00085E74;AB00085E73;AB00085E72;AB00085E71;AB00085E70;AB00085E6Z,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus beijingensis,main,main
AB0002KWAQ,194,ARNIT_RS12080,GCF000092245.1,NC_014166.1,2415825,2416410,-1,572480,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_013136215.1,AB0002KWAR;AB0002KWAS;AB0002KWAT;AB0002KWAU;AB0002KWAV;AB0002KWAW;AB0002KWAX;AB0002KWAY;AB0002KWAZ;AB0002KWAP;AB0002KWAO;AB0002KWAN;AB0002KWAM;AB0002KWAL;AB0002KWAK;AB0002KWAJ;AB0002KWAI;AB0002KWAH;AB0002KWAG;AB0002KWAF,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter nitrofigilis,main,main
AB0003LU9R,202,THEIN_RS04365,GCF000217795.1,NC_015681.1,902231,902840,1,667014,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_013907483.1,AB0003LU9S;AB0003LU9T;AB0003LU9U;AB0003LU9V;AB0003LU9W;AB0003LU9X;AB0003LU9Y;AB0003LU9Z;AB0003LUA0;AB0003LUA1;AB0003LUA2;AB0003LUA3;AB0003LU9Q;AB0003LU9P;AB0003LU9O;AB0003LU9N;AB0003LU9M;AB0003LU9L;AB0003LU9K;AB0003LU9J,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator indicus,main,main
AB000HLC0T,198,CIC07_RS17675,GCF002243345.2,NZ_CP022655.2,3889814,3890411,-1,2023772,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_076354232.1,AB000HLC0U;AB000HLC0V;AB000HLC0W;AB000HLC0X;AB000HLC0Y;AB000HLC0Z;AB000HLC10;AB000HLC11;AB000HLC12;AB000HLC13;AB000HLC14;AB000HLC15;AB000HLC16;AB000HLC17;AB000HLC0S;AB000HLC0R;AB000HLC0Q;AB000HLC0P;AB000HLC0O;AB000HLC0N;AB000HLC0M;AB000HLC0L,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. RUD330,main,main
AB000WLQFS,188,GCU39_RS23205,GCF009363075.1,NZ_CP045293.1,5170018,5170585,1,1473112,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_152397397.1,AB000WLQFT;AB000WLQFU;AB000WLQFV;AB000WLQFW;AB000WLQFX;AB000WLQFY;AB000WLQFZ;AB000WLQG0;AB000WLQG1;AB000WLQG2;AB000WLQG3;AB000WLQFR;AB000WLQFQ;AB000WLQFP;AB000WLQFO;AB000WLQFN;AB000WLQFM;AB000WLQFL;AB000WLQFK;AB000WLQFJ,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus guangzhouensis,main,main
AB00135GXP,196,PUR_RS20045,GCF013393385.1,NZ_AP023239.1,4336255,4336846,-1,2741301,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_179036764.1,AB00135GXQ;AB00135GXR;AB00135GXS;AB00135GXT;AB00135GXU;AB00135GXV;AB00135GXW;AB00135GXX;AB00135GXY;AB00135GXO;AB00135GXN;AB00135GXM;AB00135GXL;AB00135GXK;AB00135GXJ;AB00135GXI,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. URB8-2,main,main
AB0004SJLK,230,MIC7113_RS20720,GCF000317515.1,NC_019738.1,5048799,5049492,-1,1173027,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_015184140.1,AB0004SJLL;AB0004SJLM;AB0004SJLN;AB0004SJLO;AB0004SJLP;AB0004SJLQ;AB0004SJLR;AB0004SJLS;AB0004SJLJ;AB0004SJLI;AB0004SJLH;AB0004SJLG;AB0004SJLF;AB0004SJLE;AB0004SJLD;AB0004SJLC;AB0004SJLB,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. PCC 7113,main,main
AB000TAR4A,211,D3869_RS12980,GCF005222205.1,NZ_CP032345.1,2721470,2722106,1,192,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_038528407.1,AB000TAR4B;AB000TAR4C;AB000TAR4D;AB000TAR4E;AB000TAR4F;AB000TAR4G;AB000TAR4H;AB000TAR4I;AB000TAR4J;AB000TAR4K;AB000TAR4L;AB000TAR49;AB000TAR48;AB000TAR47;AB000TAR46;AB000TAR45;AB000TAR44;AB000TAR43;AB000TAR42;AB000TAR41;AB000TAR40;AB000TAR3Z,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense,main,main
AB0009YSCU,193,IJ21_RS00815,GCF001465275.1,NZ_CP013653.1,168993,169575,1,1695218,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_062496362.1,AB0009YSCV;AB0009YSCW;AB0009YSCX;AB0009YSCY;AB0009YSCZ;AB0009YSD0;AB0009YSD1;AB0009YSD2;AB0009YSD3;AB0009YSCT;AB0009YSCS;AB0009YSCR;AB0009YSCQ;AB0009YSCP;AB0009YSCO;AB0009YSCN;AB0009YSCM;AB0009YSCL,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. 32O-W,main,main
AB0007Z5DT,211,TZ53_RS19715,GCF000943805.1,NZ_CP010954.1,4295734,4296370,-1,484429,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_007685070.1,AB0007Z5DU;AB0007Z5DV;AB0007Z5DW;AB0007Z5DX;AB0007Z5DY;AB0007Z5DZ;AB0007Z5E0;AB0007Z5E1;AB0007Z5E2;AB0007Z5E3;AB0007Z5E4;AB0007Z5E5;AB0007Z5E6;AB0007Z5DS;AB0007Z5DR;AB0007Z5DQ;AB0007Z5DP;AB0007Z5DO;AB0007Z5DN;AB0007Z5DM;AB0007Z5DL;AB0007Z5DK,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. YBL2,main,main
AB000O872C,197,UE46_RS03195,GCF003534205.1,NZ_CP011102.1,657652,658246,-1,1633782,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_036062063.1,AB000O872D;AB000O872E;AB000O872F;AB000O872G;AB000O872H;AB000O872I;AB000O872J;AB000O872K;AB000O872L;AB000O872M;AB000O872B;AB000O872A;AB000O8729;AB000O8728;AB000O8727;AB000O8726;AB000O8725;AB000O8724;AB000O8723;AB000O8722;AB000O8721;AB000O8720,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Listeria phage LWP01,main,main
AB000IHO14,193,CPZ25_RS18920,GCF002441855.2,NZ_CP029487.1,4076732,4077314,1,2041044,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_058696418.1,AB000IHO15;AB000IHO16;AB000IHO17;AB000IHO18;AB000IHO19;AB000IHO1A;AB000IHO1B;AB000IHO1C;AB000IHO13;AB000IHO12;AB000IHO11;AB000IHO10;AB000IHO0Z;AB000IHO0Y;AB000IHO0X;AB000IHO0W;AB000IHO0V;AB000IHO0U,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium maltosivorans,main,main
AB0004YMH9,203,CDEE_RS01295,GCF000340825.1,NC_020283.1,278122,278734,1,1208918,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_015238634.1,AB0004YMHA;AB0004YMHB;AB0004YMHC;AB0004YMHD;AB0004YMHE;AB0004YMHF;AB0004YMHG;AB0004YMHH;AB0004YMH8;AB0004YMH7;AB0004YMH6;AB0004YMH5;AB0004YMH4;AB0004YMH3;AB0004YMH2;AB0004YMH1;AB0004YMH0,Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium crithidii,main,main
AB0004YLV9,215,CDSE_RS01325,GCF000340795.1,NC_020294.1,281219,281867,1,1208919,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_015396209.1,AB0004YLVA;AB0004YLVB;AB0004YLVC;AB0004YLVD;AB0004YLVE;AB0004YLVF;AB0004YLVG;AB0004YLVH;AB0004YLV8;AB0004YLV7;AB0004YLV6;AB0004YLV5;AB0004YLV4;AB0004YLV3;AB0004YLV2;AB0004YLV1;AB0004YLV0,Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium desouzaii,main,main
AB0006UI4A,196,PDUR_RS20130,GCF000756615.1,NZ_CP009288.1,4635604,4636195,-1,44251,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_042207911.1,AB0006UI4B;AB0006UI4C;AB0006UI4D;AB0006UI4E;AB0006UI4F;AB0006UI4G;AB0006UI4H;AB0006UI4I;AB0006UI4J;AB0006UI4K;AB0006UI49;AB0006UI48;AB0006UI47;AB0006UI46;AB0006UI45;AB0006UI44;AB0006UI43,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus durus,main,main
AB000P66B9,193,EAV92_RS20640,GCF003713065.1,NZ_CP033433.1,4460563,4461145,-1,2674991,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_123042825.1,AB000P66BA;AB000P66BB;AB000P66BC;AB000P66BD;AB000P66BE;AB000P66BF;AB000P66BG;AB000P66BH;AB000P66BI;AB000P66B8;AB000P66B7;AB000P66B6;AB000P66B5;AB000P66B4;AB000P66B3;AB000P66B2;AB000P66B1;AB000P66B0;AB000P66AZ;AB000P66AY;AB000P66AX,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella candidum,main,main
AB000GAWFV,218,CAL13_RS08960,GCF002119725.1,NZ_CP021109.1,1910327,1910984,1,1416803,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_086057117.1,AB000GAWFW;AB000GAWFX;AB000GAWFY;AB000GAWFZ;AB000GAWG0;AB000GAWG1;AB000GAWG2;AB000GAWG3;AB000GAWFU;AB000GAWFT;AB000GAWFS;AB000GAWFR;AB000GAWFQ;AB000GAWFP;AB000GAWFO;AB000GAWFN;AB000GAWFM;AB000GAWFL;AB000GAWFK,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella genomosp. 9,main,main
AB0012YP0A,202,GD606_RS04655,GCF013376455.1,NZ_CP045504.1,968275,968884,-1,1121464,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_163303408.1,AB0012YP0B;AB0012YP0C;AB0012YP0D;AB0012YP0E;AB0012YP0F;AB0012YP0G;AB0012YP0H;AB0012YP09;AB0012YP08;AB0012YP07;AB0012YP06;AB0012YP05;AB0012YP04;AB0012YP03;AB0012YP02;AB0012YP01,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sulfodismutans,main,main
AB0018YTQ9,196,R50_RS04985,GCF902829275.1,NZ_LR792683.1,1021544,1022135,1,2055160,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_100667153.1,AB0018YTQA;AB0018YTQB;AB0018YTQC;AB0018YTQD;AB0018YTQE;AB0018YTQF;AB0018YTQG;AB0018YTQH;AB0018YTQ8;AB0018YTQ7;AB0018YTQ6;AB0018YTQ5;AB0018YTQ4;AB0018YTQ3;AB0018YTQ2;AB0018YTQ1;AB0018YTQ0;AB0018YTPZ;AB0018YTPY;AB0018YTPX;AB0018YTPW,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,Kyrpidia spormannii,chromosome,1
AB000MGAU5,209,DEW08_RS14005,GCF003130795.1,NZ_CP029353.1,1645321,1645951,-1,2202148,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_109328060.1,AB000MGAU6;AB000MGAU7;AB000MGAU8;AB000MGAU9;AB000MGAUA;AB000MGAUB;AB000MGAUC;AB000MGAUD;AB000MGAUE;AB000MGAUF;AB000MGAUG;AB000MGAU4;AB000MGAU3;AB000MGAU2;AB000MGAU1;AB000MGAU0;AB000MGATZ;AB000MGATY;AB000MGATX;AB000MGATW;AB000MGATV,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum thermophilum,chromosome,2
AB0009QZYC,194,ACH33_RS03930,GCF001439585.2,NZ_CP014140.1,806545,807130,1,1450761,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_057897849.1,AB0009QZYD;AB0009QZYE;AB0009QZYF;AB0009QZYG;AB0009QZYH;AB0009QZYI;AB0009QZYJ;AB0009QZYB;AB0009QZYA;AB0009QZY9;AB0009QZY8;AB0009QZY7;AB0009QZY6;AB0009QZY5;AB0009QZY4;AB0009QZY3;AB0009QZY2;AB0009QZY1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus sp. XH2,main,main
AB000G13GM,196,HM131_RS06885,GCF002097535.1,NZ_CP020772.1,1436937,1437528,-1,402384,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_085029055.1,AB000G13GN;AB000G13GO;AB000G13GP;AB000G13GQ;AB000G13GR;AB000G13GS;AB000G13GT;AB000G13GU;AB000G13GV;AB000G13GW;AB000G13GX;AB000G13GY;AB000G13GL;AB000G13GK;AB000G13GJ;AB000G13GI;AB000G13GH;AB000G13GG;AB000G13GF;AB000G13GE;AB000G13GD;AB000G13GC;AB000G13GB;AB000G13GA;AB000G13G9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus mangrovi,main,main
AB0004SR5P,217,STA7437_RS10120,GCF000317575.1,NC_019748.1,2318054,2318708,-1,111780,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_171815473.1,AB0004SR5Q;AB0004SR5R;AB0004SR5S;AB0004SR5T;AB0004SR5U;AB0004SR5V;AB0004SR5W;AB0004SR5X;AB0004SR5Y;AB0004SR5O;AB0004SR5N;AB0004SR5M;AB0004SR5L;AB0004SR5K;AB0004SR5J;AB0004SR5I;AB0004SR5H;AB0004SR5G;AB0004SR5F,Bacteria,Cyanobacteria,,Pleurocapsales,Dermocarpellaceae,Stanieria,Stanieria cyanosphaera,main,main
AB0015PRKR,196,IC802_RS06390,GCF014679925.1,NZ_CP061475.1,1176733,1177324,1,1963024,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_015865027.1,AB0015PRKS;AB0015PRKT;AB0015PRKU;AB0015PRKV;AB0015PRKW;AB0015PRKX;AB0015PRKY;AB0015PRKZ;AB0015PRL0;AB0015PRL1;AB0015PRL2;AB0015PRL3;AB0015PRL4;AB0015PRKQ;AB0015PRKP;AB0015PRKO;AB0015PRKN;AB0015PRKM;AB0015PRKL;AB0015PRKK;AB0015PRKJ;AB0015PRKI;AB0015PRKH;AB0015PRKG,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. 44C,main,main
AB000CGWJA,197,BFC22_RS03810,GCF001703555.1,NZ_CP016843.1,844487,845081,-1,2748,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_034571350.1,AB000CGWJB;AB000CGWJC;AB000CGWJD;AB000CGWJE;AB000CGWJF;AB000CGWJG;AB000CGWJH;AB000CGWJI;AB000CGWJJ;AB000CGWJK;AB000CGWJ9;AB000CGWJ8;AB000CGWJ7;AB000CGWJ6;AB000CGWJ5;AB000CGWJ4;AB000CGWJ3;AB000CGWJ2;AB000CGWJ1;AB000CGWJ0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens,main,main
AB000FBSBW,200,CLOSACC_RS15120,GCF002003385.1,NZ_CP016092.1,3451504,3452107,-1,169679,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_022747232.1,AB000FBSBX;AB000FBSBY;AB000FBSBZ;AB000FBSC0;AB000FBSC1;AB000FBSC2;AB000FBSC3;AB000FBSC4;AB000FBSC5;AB000FBSC6;AB000FBSC7;AB000FBSC8;AB000FBSC9;AB000FBSBV;AB000FBSBU;AB000FBSBT;AB000FBSBS;AB000FBSBR;AB000FBSBQ;AB000FBSBP;AB000FBSBO;AB000FBSBN,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum,main,main
AB000FBOV5,200,CLOBY_RS14665,GCF002003365.1,NZ_CP016091.1,3304524,3305127,-1,169679,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_022747232.1,AB000FBOV6;AB000FBOV7;AB000FBOV8;AB000FBOV9;AB000FBOVA;AB000FBOVB;AB000FBOVC;AB000FBOVD;AB000FBOVE;AB000FBOVF;AB000FBOVG;AB000FBOVH;AB000FBOVI;AB000FBOV4;AB000FBOV3;AB000FBOV2;AB000FBOV1;AB000FBOV0;AB000FBOUZ;AB000FBOUY;AB000FBOUX;AB000FBOUW,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum,main,main
AB00025CMI,193,PJDR2_RS00970,GCF000023585.1,NC_012914.1,189886,190468,-1,324057,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_190276202.1,AB00025CMJ;AB00025CMK;AB00025CML;AB00025CMM;AB00025CMN;AB00025CMO;AB00025CMP;AB00025CMQ;AB00025CMR;AB00025CMH;AB00025CMG;AB00025CMF;AB00025CME;AB00025CMD;AB00025CMC;AB00025CMB;AB00025CMA;AB00025CM9;AB00025CM8,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. JDR-2,main,main
AB000C9TH6,198,AWQ21_RS09225,GCF001693255.1,NZ_CP016474.1,1937708,1938305,-1,374981,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_012307458.1,AB000C9TH7;AB000C9TH8;AB000C9TH9;AB000C9THA;AB000C9THB;AB000C9THC;AB000C9THD;AB000C9THE;AB000C9THF;AB000C9THG;AB000C9TH5;AB000C9TH4;AB000C9TH3;AB000C9TH2;AB000C9TH1;AB000C9TH0;AB000C9TGZ;AB000C9TGY;AB000C9TGX;AB000C9TGW;AB000C9TGV,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7003,main,main
AB0016K9V6,197,FJR03_RS02825,GCF014905095.1,NZ_CP041165.1,529709,530303,1,2590551,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_193114149.1,AB0016K9V7;AB0016K9V8;AB0016K9V9;AB0016K9VA;AB0016K9VB;AB0016K9VC;AB0016K9VD;AB0016K9VE;AB0016K9VF;AB0016K9VG;AB0016K9V5;AB0016K9V4;AB0016K9V3;AB0016K9V2;AB0016K9V1;AB0016K9V0;AB0016K9UZ;AB0016K9UY;AB0016K9UX;AB0016K9UW;AB0016K9UV;AB0016K9UU,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas sp. B2,main,main
AB000CENAG,198,AKO66_RS03535,GCF001700735.1,NZ_CP012330.1,714072,714669,-1,293387,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_007500118.1,AB000CENAH;AB000CENAI;AB000CENAJ;AB000CENAK;AB000CENAL;AB000CENAM;AB000CENAN;AB000CENAO;AB000CENAP;AB000CENAQ;AB000CENAR;AB000CENAS;AB000CENAT;AB000CENAU;AB000CENAV;AB000CENAW;AB000CENAX;AB000CENAY;AB000CENAZ;AB000CENAF;AB000CENAE;AB000CENAD;AB000CENAC;AB000CENAB;AB000CENAA;AB000CENA9;AB000CENA8;AB000CENA7;AB000CENA6;AB000CENA5;AB000CENA4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,main,main
AB0001FV8C,210,RSPH17029_RS09255,GCF000015985.1,NC_009049.1,1928664,1929297,-1,349101,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_002720342.1,AB0001FV8D;AB0001FV8E;AB0001FV8F;AB0001FV8G;AB0001FV8H;AB0001FV8I;AB0001FV8J;AB0001FV8K;AB0001FV8L;AB0001FV8B;AB0001FV8A;AB0001FV89;AB0001FV88;AB0001FV87;AB0001FV86;AB0001FV85;AB0001FV84;AB0001FV83;AB0001FV82;AB0001FV81;AB0001FV80,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,Cereibacter sphaeroides,chromosome,1
AB0002513U,202,DESAL_RS10345,GCF000023445.1,NC_012881.1,2263184,2263793,-1,526222,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_015851938.1,AB0002513V;AB0002513W;AB0002513X;AB0002513Y;AB0002513Z;AB00025140;AB00025141;AB00025142;AB00025143;AB00025144;AB00025145;AB0002513T;AB0002513S;AB0002513R;AB0002513Q;AB0002513P;AB0002513O,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Maridesulfovibrio salexigens,main,main
AB0000WS4S,195,SUN_RS00060,GCF000010345.1,NC_009663.1,12344,12932,1,387093,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_011979706.1,AB0000WS4T;AB0000WS4U;AB0000WS4V;AB0000WS4W;AB0000WS4X;AB0000WS4Y;AB0000WS4Z;AB0000WS50;AB0000WS51;AB0000WS52;AB0000WS53;AB0000WS54;AB0000WS4R;AB0000WS4Q;AB0000WS4P;AB0000WS4O;AB0000WS4N;AB0000WS4M;AB0000WS4L;AB0000WS4K;AB0000WS4J;AB0000WS4I,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp. NBC37-1,main,main
AB0003VQ64,194,CLOCL_RS03270,GCF000237085.1,NC_016627.1,785865,786450,1,720554,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_014254009.1,AB0003VQ65;AB0003VQ66;AB0003VQ67;AB0003VQ68;AB0003VQ69;AB0003VQ6A;AB0003VQ6B;AB0003VQ6C;AB0003VQ63;AB0003VQ62;AB0003VQ61;AB0003VQ60;AB0003VQ5Z;AB0003VQ5Y;AB0003VQ5X;AB0003VQ5W;AB0003VQ5V;AB0003VQ5U,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio clariflavus,main,main
AB000C9YIB,199,AWQ24_RS09515,GCF001693295.1,NZ_CP016483.1,1964047,1964647,1,195248,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_065716676.1,AB000C9YIC;AB000C9YID;AB000C9YIE;AB000C9YIF;AB000C9YIG;AB000C9YIH;AB000C9YII;AB000C9YIJ;AB000C9YIK;AB000C9YIL;AB000C9YIM;AB000C9YIN;AB000C9YIA;AB000C9YI9;AB000C9YI8;AB000C9YI7;AB000C9YI6;AB000C9YI5;AB000C9YI4;AB000C9YI3;AB000C9YI2,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 8807,main,main
AB0009H1RJ,208,AL072_RS13865,GCF001305595.1,NZ_CP012401.1,3001178,3001805,-1,528244,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_045582064.1,AB0009H1RK;AB0009H1RL;AB0009H1RM;AB0009H1RN;AB0009H1RO;AB0009H1RP;AB0009H1RQ;AB0009H1RR;AB0009H1RS;AB0009H1RT;AB0009H1RI;AB0009H1RH;AB0009H1RG;AB0009H1RF;AB0009H1RE;AB0009H1RD;AB0009H1RC;AB0009H1RB,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum thiophilum,chromosome,1
AB000CN5E4,203,BCS37_RS04510,GCF001717585.1,NZ_CP017042.1,967813,968425,1,1884263,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_037347045.1,AB000CN5E5;AB000CN5E6;AB000CN5E7;AB000CN5E8;AB000CN5E9;AB000CN5EA;AB000CN5EB;AB000CN5EC;AB000CN5ED;AB000CN5EE;AB000CN5E3;AB000CN5E2;AB000CN5E1;AB000CN5E0;AB000CN5DZ;AB000CN5DY;AB000CN5DX;AB000CN5DW;AB000CN5DV;AB000CN5DU;AB000CN5DT;AB000CN5DS,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp. oral taxon 920,main,main
AB0001NFPN,195,CLOS_RS11320,GCF000018325.1,NC_009922.1,2319379,2319967,-1,350688,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_012160019.1,AB0001NFPO;AB0001NFPP;AB0001NFPQ;AB0001NFPR;AB0001NFPS;AB0001NFPT;AB0001NFPU;AB0001NFPV;AB0001NFPW;AB0001NFPX;AB0001NFPY;AB0001NFPZ;AB0001NFPM;AB0001NFPL;AB0001NFPK;AB0001NFPJ;AB0001NFPI;AB0001NFPH;AB0001NFPG;AB0001NFPF;AB0001NFPE,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Alkaliphilus,Alkaliphilus oremlandii,main,main
AB0014YSF6,209,HB779_RS12695,GCF014189505.1,NZ_CP050301.1,2251738,2252368,1,2718938,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_188342748.1,AB0014YSF7;AB0014YSF8;AB0014YSF9;AB0014YSFA;AB0014YSFB;AB0014YSFC;AB0014YSFD;AB0014YSFE;AB0014YSF5;AB0014YSF4;AB0014YSF3;AB0014YSF2;AB0014YSF1;AB0014YSF0;AB0014YSEZ;AB0014YSEY;AB0014YSEX;AB0014YSEW;AB0014YSEV;AB0014YSEU;AB0014YSET,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium sp. 628,main,main
