ID,length,locus_tag,assembly,accession,start,end,strand,taxid,feature,gene,product,protein_id,context,superkingdom,phylum,class,order,family,genus,species,replicon_type,replicon_name
AB0015PUWT,845,IGA62_RS10535,GCF014680085.1,NZ_AP023438.1,2440790,2443328,-1,47875,CDS,,AAA family ATPase,WP_145821679.1,AB0015PUWU;AB0015PUWV;AB0015PUWW;AB0015PUWX;AB0015PUWY;AB0015PUWZ;AB0015PUX0;AB0015PUX1;AB0015PUX2;AB0015PUX3;AB0015PUWS;AB0015PUWR;AB0015PUWQ;AB0015PUWP;AB0015PUWO;AB0015PUWN;AB0015PUWM;AB0015PUWL;AB0015PUWK;AB0015PUWJ;AB0015PUWI,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sagamiensis,main,main
AB000HTZYS,843,CIK06_RS26905,GCF002285795.1,NZ_CP022961.1,6209374,6211906,-1,2024580,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_095568169.1,AB000HTZYT;AB000HTZYU;AB000HTZYV;AB000HTZYW;AB000HTZYX;AB000HTZYY;AB000HTZYZ;AB000HTZZ0;AB000HTZZ1;AB000HTZZ2;AB000HTZYR;AB000HTZYQ;AB000HTZYP;AB000HTZYO;AB000HTZYN;AB000HTZYM;AB000HTZYL;AB000HTZYK;AB000HTZYJ;AB000HTZYI,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. KBS50,main,main
AB0004GHU9,840,AMIS_RS38345,GCF000284295.1,NC_017093.1,8391787,8394310,-1,512565,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_014447872.1,AB0004GHUA;AB0004GHUB;AB0004GHUC;AB0004GHUD;AB0004GHUE;AB0004GHUF;AB0004GHUG;AB0004GHUH;AB0004GHUI;AB0004GHUJ;AB0004GHU8;AB0004GHU7;AB0004GHU6;AB0004GHU5;AB0004GHU4;AB0004GHU3;AB0004GHU2;AB0004GHU1;AB0004GHU0;AB0004GHTZ;AB0004GHTY;AB0004GHTX,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes missouriensis,main,main
AB000NQLI3,845,MicB006_RS09410,GCF003408515.1,NZ_CP030865.1,1956153,1958691,-1,2201999,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_073829206.1,AB000NQLI4;AB000NQLI5;AB000NQLI6;AB000NQLI7;AB000NQLI8;AB000NQLI9;AB000NQLIA;AB000NQLIB;AB000NQLIC;AB000NQLID;AB000NQLI2;AB000NQLI1;AB000NQLI0;AB000NQLHZ;AB000NQLHY;AB000NQLHX;AB000NQLHW;AB000NQLHV;AB000NQLHU;AB000NQLHT;AB000NQLHS,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. B006,main,main
AB0004FF54,842,BLASA_RS02685,GCF000284015.1,NC_016943.1,575614,578143,1,1146883,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_014374467.1,AB0004FF55;AB0004FF56;AB0004FF57;AB0004FF58;AB0004FF59;AB0004FF5A;AB0004FF5B;AB0004FF5C;AB0004FF5D;AB0004FF5E;AB0004FF5F;AB0004FF5G;AB0004FF53;AB0004FF52;AB0004FF51;AB0004FF50;AB0004FF4Z;AB0004FF4Y;AB0004FF4X;AB0004FF4W;AB0004FF4V;AB0004FF4U;AB0004FF4T,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus saxobsidens,main,main
AB0002B01I,841,GOBS_RS03210,GCF000025345.1,NC_013757.1,682558,685084,1,526225,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_012946860.1,AB0002B01J;AB0002B01K;AB0002B01L;AB0002B01M;AB0002B01N;AB0002B01O;AB0002B01P;AB0002B01Q;AB0002B01R;AB0002B01S;AB0002B01H;AB0002B01G;AB0002B01F;AB0002B01E;AB0002B01D;AB0002B01C;AB0002B01B;AB0002B01A;AB0002B019;AB0002B018;AB0002B017,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus obscurus,main,main
AB000P59J0,840,ACTEI_RS34900,GCF003711105.1,NZ_CP023865.1,7911356,7913879,-1,457423,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_122981529.1,AB000P59J1;AB000P59J2;AB000P59J3;AB000P59J4;AB000P59J5;AB000P59J6;AB000P59J7;AB000P59J8;AB000P59J9;AB000P59JA;AB000P59IZ;AB000P59IY;AB000P59IX;AB000P59IW;AB000P59IV;AB000P59IU;AB000P59IT;AB000P59IS;AB000P59IR;AB000P59IQ;AB000P59IP,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes teichomyceticus,main,main
AB0001N87C,836,SARE_RS10800,GCF000018265.1,NC_009953.1,2522681,2525192,1,391037,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_012182355.1,AB0001N87D;AB0001N87E;AB0001N87F;AB0001N87G;AB0001N87H;AB0001N87I;AB0001N87J;AB0001N87K;AB0001N87L;AB0001N87B;AB0001N87A;AB0001N879;AB0001N878;AB0001N877;AB0001N876;AB0001N875;AB0001N874;AB0001N873,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Salinispora,Salinispora arenicola,main,main
AB000CXVFA,841,BFF78_RS18985,GCF001735805.1,NZ_CP017248.1,4518272,4520798,-1,1904616,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_069779456.1,AB000CXVFB;AB000CXVFC;AB000CXVFD;AB000CXVFE;AB000CXVFF;AB000CXVFG;AB000CXVFH;AB000CXVFI;AB000CXVFJ;AB000CXVFK;AB000CXVFL;AB000CXVFM;AB000CXVFN;AB000CXVF9;AB000CXVF8;AB000CXVF7;AB000CXVF6;AB000CXVF5;AB000CXVF4;AB000CXVF3;AB000CXVF2;AB000CXVF1;AB000CXVF0;AB000CXVEZ;AB000CXVEY,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces fodineus,main,main
AB000JU8P4,846,CXX93_RS06265,GCF002848445.1,NZ_CP025435.1,1355126,1357667,1,2059875,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_006897300.1,AB000JU8P5;AB000JU8P6;AB000JU8P7;AB000JU8P8;AB000JU8P9;AB000JU8PA;AB000JU8PB;AB000JU8PC;AB000JU8P3;AB000JU8P2;AB000JU8P1;AB000JU8P0;AB000JU8OZ;AB000JU8OY;AB000JU8OX;AB000JU8OW;AB000JU8OV;AB000JU8OU,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sp. YC-JH1,main,main
AB0016O48K,841,IPT68_RS20425,GCF015160875.1,NZ_CP063374.1,4527007,4529533,1,42881,CDS,,AAA family ATPase,WP_189695657.1,AB0016O48L;AB0016O48M;AB0016O48N;AB0016O48O;AB0016O48P;AB0016O48Q;AB0016O48R;AB0016O48S;AB0016O48J;AB0016O48I;AB0016O48H;AB0016O48G;AB0016O48F;AB0016O48E;AB0016O48D;AB0016O48C;AB0016O48B;AB0016O48A;AB0016O489,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces chromofuscus,main,main
AB000YG617,841,GQF42_RS24875,GCF009796285.1,NZ_CP047020.1,5364558,5367084,1,2686304,CDS,,AAA domain-containing protein,WP_158923399.1,AB000YG618;AB000YG619;AB000YG61A;AB000YG61B;AB000YG61C;AB000YG61D;AB000YG61E;AB000YG61F;AB000YG61G;AB000YG61H;AB000YG61I;AB000YG61J;AB000YG616;AB000YG615;AB000YG614;AB000YG613;AB000YG612;AB000YG611;AB000YG610;AB000YG60Z;AB000YG60Y;AB000YG60X;AB000YG60W;AB000YG60V;AB000YG60U,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces broussonetiae,main,main
AB000G0AL9,841,STRMOE7_RS22165,GCF002090335.1,NZ_CP019779.1,4982115,4984641,1,1961713,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_033268973.1,AB000G0ALA;AB000G0ALB;AB000G0ALC;AB000G0ALD;AB000G0ALE;AB000G0ALF;AB000G0ALG;AB000G0AL8;AB000G0AL7;AB000G0AL6;AB000G0AL5;AB000G0AL4;AB000G0AL3;AB000G0AL2;AB000G0AL1;AB000G0AL0;AB000G0AKZ,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. MOE7,main,main
AB000ENG51,841,BXT88_RS21965,GCF001984445.1,NZ_CP019457.1,4887351,4889877,1,47763,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_033268973.1,AB000ENG52;AB000ENG53;AB000ENG54;AB000ENG55;AB000ENG56;AB000ENG57;AB000ENG58;AB000ENG50;AB000ENG4Z;AB000ENG4Y;AB000ENG4X;AB000ENG4W;AB000ENG4V;AB000ENG4U;AB000ENG4T;AB000ENG4S;AB000ENG4R,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces lydicus,main,main
AB0005DSSP,841,B446_RS20920,GCF000444875.1,NC_021985.1,4814054,4816580,1,1214242,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_020941436.1,AB0005DSSQ;AB0005DSSR;AB0005DSSS;AB0005DSST;AB0005DSSU;AB0005DSSV;AB0005DSSW;AB0005DSSX;AB0005DSSY;AB0005DSSZ;AB0005DST0;AB0005DSSO;AB0005DSSN;AB0005DSSM;AB0005DSSL;AB0005DSSK;AB0005DSSJ;AB0005DSSI;AB0005DSSH;AB0005DSSG;AB0005DSSF;AB0005DSSE;AB0005DSSD,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces collinus,main,main
AB0010KMCG,840,HA039_RS14615,GCF011694815.1,NZ_CP050177.1,3399362,3401885,-1,2717324,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_167029193.1,AB0010KMCH;AB0010KMCI;AB0010KMCJ;AB0010KMCK;AB0010KMCL;AB0010KMCM;AB0010KMCN;AB0010KMCO;AB0010KMCP;AB0010KMCQ;AB0010KMCR;AB0010KMCS;AB0010KMCF;AB0010KMCE;AB0010KMCD;AB0010KMCC;AB0010KMCB;AB0010KMCA;AB0010KMC9;AB0010KMC8;AB0010KMC7;AB0010KMC6,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces liangshanensis,main,main
AB000TTFW9,841,C9F11_RS23465,GCF006088715.1,NZ_CP030771.1,5495084,5497610,1,2136401,CDS,,AAA family ATPase,WP_138961125.1,AB000TTFWA;AB000TTFWB;AB000TTFWC;AB000TTFWD;AB000TTFWE;AB000TTFWF;AB000TTFWG;AB000TTFWH;AB000TTFWI;AB000TTFWJ;AB000TTFW8;AB000TTFW7;AB000TTFW6;AB000TTFW5;AB000TTFW4;AB000TTFW3;AB000TTFW2;AB000TTFW1;AB000TTFW0;AB000TTFVZ;AB000TTFVY;AB000TTFVX;AB000TTFVW,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. YIM 121038,main,main
AB0009HBOM,846,ACH46_RS02980,GCF001305675.1,NZ_CP011853.1,640791,643332,1,1136941,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_062391611.1,AB0009HBON;AB0009HBOO;AB0009HBOP;AB0009HBOQ;AB0009HBOR;AB0009HBOS;AB0009HBOT;AB0009HBOU;AB0009HBOV;AB0009HBOW;AB0009HBOL;AB0009HBOK;AB0009HBOJ;AB0009HBOI;AB0009HBOH;AB0009HBOG;AB0009HBOF;AB0009HBOE;AB0009HBOD;AB0009HBOC;AB0009HBOB;AB0009HBOA,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia phthalatica,main,main
AB000VREHJ,842,DEJ49_RS20550,GCF008642335.1,NZ_CP029191.1,4528726,4531255,1,54571,CDS,,AAA family ATPase,WP_150185475.1,AB000VREHK;AB000VREHL;AB000VREHM;AB000VREHN;AB000VREHO;AB000VREHP;AB000VREHQ;AB000VREHR;AB000VREHI;AB000VREHH;AB000VREHG;AB000VREHF;AB000VREHE;AB000VREHD;AB000VREHC;AB000VREHB;AB000VREHA;AB000VREH9;AB000VREH8;AB000VREH7,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces venezuelae,main,main
AB000UNNAC,841,FH965_RS22150,GCF007363395.1,NZ_CP040916.1,5112816,5115342,1,68270,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_144320254.1,AB000UNNAD;AB000UNNAE;AB000UNNAF;AB000UNNAG;AB000UNNAH;AB000UNNAI;AB000UNNAB;AB000UNNAA;AB000UNNA9;AB000UNNA8;AB000UNNA7;AB000UNNA6;AB000UNNA5;AB000UNNA4;AB000UNNA3;AB000UNNA2;AB000UNNA1;AB000UNNA0,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces spectabilis,main,main
AB00026TGZ,850,CACI_RS41365,GCF000024025.1,NC_013131.1,9697822,9700375,-1,479433,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_015796919.1,AB00026TH0;AB00026TH1;AB00026TH2;AB00026TH3;AB00026TH4;AB00026TH5;AB00026TH6;AB00026TH7;AB00026TH8;AB00026TH9;AB00026THA;AB00026TGY;AB00026TGX;AB00026TGW;AB00026TGV;AB00026TGU;AB00026TGT;AB00026TGS;AB00026TGR;AB00026TGQ;AB00026TGP,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora acidiphila,main,main
AB000CWF4M,841,SL103_RS33235,GCF001729485.1,NZ_CP017157.1,7660268,7662794,-1,47763,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_069572650.1,AB000CWF4N;AB000CWF4O;AB000CWF4P;AB000CWF4Q;AB000CWF4R;AB000CWF4S;AB000CWF4T;AB000CWF4U;AB000CWF4V;AB000CWF4W;AB000CWF4X;AB000CWF4L;AB000CWF4K;AB000CWF4J;AB000CWF4I;AB000CWF4H;AB000CWF4G;AB000CWF4F,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces lydicus,main,main
AB000ADKJ8,842,AVL59_RS02930,GCF001542625.1,NZ_CP016279.1,623969,626498,1,68214,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_067299643.1,AB000ADKJ9;AB000ADKJA;AB000ADKJB;AB000ADKJC;AB000ADKJD;AB000ADKJE;AB000ADKJF;AB000ADKJG;AB000ADKJH;AB000ADKJI;AB000ADKJ7;AB000ADKJ6;AB000ADKJ5;AB000ADKJ4;AB000ADKJ3;AB000ADKJ2;AB000ADKJ1;AB000ADKJ0;AB000ADKIZ;AB000ADKIY;AB000ADKIX;AB000ADKIW;AB000ADKIV,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseochromogenes,main,main
AB000ADKJ8,842,AVL59_RS02930,GCF001542625.1,NZ_CP016279.1,623969,626498,1,68214,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_067299643.1,AB000ADKJ9;AB000ADKJA;AB000ADKJB;AB000ADKJC;AB000ADKJD;AB000ADKJE;AB000ADKJF;AB000ADKJG;AB000ADKJH;AB000ADKJI;AB000ADKJ7;AB000ADKJ6;AB000ADKJ5;AB000ADKJ4;AB000ADKJ3;AB000ADKJ2;AB000ADKJ1;AB000ADKJ0;AB000ADKIZ;AB000ADKIY;AB000ADKIX;AB000ADKIW;AB000ADKIV,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseochromogenes,main,main
AB000WV6IQ,841,GFH48_RS18265,GCF009498275.1,NZ_CP045643.1,4268939,4271465,-1,2662397,CDS,,AAA domain-containing protein,WP_153289283.1,AB000WV6IR;AB000WV6IS;AB000WV6IT;AB000WV6IU;AB000WV6IV;AB000WV6IW;AB000WV6IX;AB000WV6IY;AB000WV6IZ;AB000WV6J0;AB000WV6J1;AB000WV6J2;AB000WV6J3;AB000WV6J4;AB000WV6IP;AB000WV6IO;AB000WV6IN;AB000WV6IM;AB000WV6IL;AB000WV6IK;AB000WV6IJ;AB000WV6II;AB000WV6IH,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces fagopyri,main,main
AB000O03MN,841,D1369_RS17785,GCF003443735.1,NZ_CP031969.1,3910972,3913498,-1,2306165,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_007383773.1,AB000O03MO;AB000O03MP;AB000O03MQ;AB000O03MR;AB000O03MS;AB000O03MT;AB000O03MU;AB000O03MV;AB000O03MW;AB000O03MX;AB000O03MY;AB000O03MZ;AB000O03N0;AB000O03MM;AB000O03ML;AB000O03MK;AB000O03MJ;AB000O03MI;AB000O03MH;AB000O03MG;AB000O03MF;AB000O03ME;AB000O03MD;AB000O03MC;AB000O03MB,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CC0208,main,main
AB0002JF5G,841,SCAB_RS18780,GCF000091305.1,NC_013929.1,4437137,4439663,-1,680198,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_013001652.1,AB0002JF5H;AB0002JF5I;AB0002JF5J;AB0002JF5K;AB0002JF5L;AB0002JF5M;AB0002JF5N;AB0002JF5O;AB0002JF5P;AB0002JF5Q;AB0002JF5R;AB0002JF5S;AB0002JF5F;AB0002JF5E;AB0002JF5D;AB0002JF5C;AB0002JF5B;AB0002JF5A;AB0002JF59;AB0002JF58;AB0002JF57;AB0002JF56,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces scabiei,main,main
AB0010Y25U,841,HEP85_RS22845,GCF012273515.1,NZ_CP050975.1,5168893,5171419,1,2721244,CDS,,AAA domain-containing protein,WP_168529350.1,AB0010Y25V;AB0010Y25W;AB0010Y25X;AB0010Y25Y;AB0010Y25Z;AB0010Y260;AB0010Y261;AB0010Y262;AB0010Y263;AB0010Y25T;AB0010Y25S;AB0010Y25R;AB0010Y25Q;AB0010Y25P;AB0010Y25O;AB0010Y25N;AB0010Y25M;AB0010Y25L;AB0010Y25K;AB0010Y25J;AB0010Y25I;AB0010Y25H,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. RPA4-2,main,main
AB000MSKP9,841,DMT42_RS21925,GCF003208035.1,NZ_CP029788.1,4655140,4657666,1,1885,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_110629586.1,AB000MSKPA;AB000MSKPB;AB000MSKPC;AB000MSKPD;AB000MSKPE;AB000MSKPF;AB000MSKPG;AB000MSKPH;AB000MSKP8;AB000MSKP7;AB000MSKP6;AB000MSKP5;AB000MSKP4;AB000MSKP3;AB000MSKP2;AB000MSKP1;AB000MSKP0;AB000MSKOZ;AB000MSKOY;AB000MSKOX;AB000MSKOW,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces actuosus,main,main
AB000VRK3R,842,DEJ47_RS21220,GCF008642355.1,NZ_CP029193.1,4564572,4567101,1,54571,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_055564907.1,AB000VRK3S;AB000VRK3T;AB000VRK3U;AB000VRK3V;AB000VRK3W;AB000VRK3X;AB000VRK3Q;AB000VRK3P;AB000VRK3O;AB000VRK3N;AB000VRK3M;AB000VRK3L;AB000VRK3K;AB000VRK3J;AB000VRK3I;AB000VRK3H;AB000VRK3G;AB000VRK3F;AB000VRK3E,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces venezuelae,main,main
AB000VX9OQ,841,CP982_RS23775,GCF008704795.1,NZ_CP023690.1,5424722,5427248,1,68270,CDS,,AAA family ATPase,WP_150512377.1,AB000VX9OR;AB000VX9OS;AB000VX9OT;AB000VX9OU;AB000VX9OV;AB000VX9OW;AB000VX9OP;AB000VX9OO;AB000VX9ON;AB000VX9OM;AB000VX9OL;AB000VX9OK;AB000VX9OJ;AB000VX9OI;AB000VX9OH;AB000VX9OG;AB000VX9OF;AB000VX9OE,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces spectabilis,main,main
AB000GBR7P,840,CAG99_RS11480,GCF002128305.1,NZ_CP021121.1,2651861,2654384,-1,1264596,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_086159210.1,AB000GBR7Q;AB000GBR7R;AB000GBR7S;AB000GBR7T;AB000GBR7U;AB000GBR7V;AB000GBR7W;AB000GBR7X;AB000GBR7Y;AB000GBR7Z;AB000GBR80;AB000GBR81;AB000GBR7O;AB000GBR7N;AB000GBR7M;AB000GBR7L;AB000GBR7K;AB000GBR7J;AB000GBR7I;AB000GBR7H;AB000GBR7G;AB000GBR7F;AB000GBR7E,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SCSIO 3032,main,main
AB000UVBBV,841,FQU76_RS19585,GCF007856155.1,NZ_CP042266.1,4491486,4494012,1,2599401,CDS,,AAA family ATPase,WP_146481647.1,AB000UVBBW;AB000UVBBX;AB000UVBBY;AB000UVBBZ;AB000UVBC0;AB000UVBC1;AB000UVBC2;AB000UVBC3;AB000UVBC4;AB000UVBBU;AB000UVBBT;AB000UVBBS;AB000UVBBR;AB000UVBBQ;AB000UVBBP;AB000UVBBO;AB000UVBBN;AB000UVBBM;AB000UVBBL;AB000UVBBK,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces qinzhouensis,main,main
AB0007W7VD,841,TU94_RS14735,GCF000931445.1,NZ_CP010849.1,3581368,3583894,-1,477245,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_044382319.1,AB0007W7VE;AB0007W7VF;AB0007W7VG;AB0007W7VH;AB0007W7VI;AB0007W7VJ;AB0007W7VK;AB0007W7VL;AB0007W7VM;AB0007W7VN;AB0007W7VO;AB0007W7VP;AB0007W7VQ;AB0007W7VC;AB0007W7VB;AB0007W7VA;AB0007W7V9;AB0007W7V8;AB0007W7V7;AB0007W7V6;AB0007W7V5,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cyaneogriseus,main,main
AB000ZMIQM,841,G3H79_RS15950,GCF010669165.1,NZ_CP048641.1,4098312,4100838,-1,66871,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_164322188.1,AB000ZMIQN;AB000ZMIQO;AB000ZMIQP;AB000ZMIQQ;AB000ZMIQR;AB000ZMIQS;AB000ZMIQT;AB000ZMIQU;AB000ZMIQV;AB000ZMIQW;AB000ZMIQX;AB000ZMIQY;AB000ZMIQZ;AB000ZMIQL;AB000ZMIQK;AB000ZMIQJ;AB000ZMIQI;AB000ZMIQH;AB000ZMIQG;AB000ZMIQF,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aureoverticillatus,main,main
AB000SQZWF,841,E5N77_RS20150,GCF004795715.1,NZ_CP039123.1,4447555,4450081,1,2563602,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_019331032.1,AB000SQZWG;AB000SQZWH;AB000SQZWI;AB000SQZWJ;AB000SQZWK;AB000SQZWL;AB000SQZWM;AB000SQZWN;AB000SQZWE;AB000SQZWD;AB000SQZWC;AB000SQZWB;AB000SQZWA;AB000SQZW9;AB000SQZW8;AB000SQZW7;AB000SQZW6;AB000SQZW5;AB000SQZW4;AB000SQZW3,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SS52,main,main
AB000QOB58,841,DDE74_RS22825,GCF003994375.1,NZ_CP029042.1,5284422,5286948,1,47763,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_127152398.1,AB000QOB59;AB000QOB5A;AB000QOB5B;AB000QOB5C;AB000QOB5D;AB000QOB57;AB000QOB56;AB000QOB55;AB000QOB54;AB000QOB53;AB000QOB52;AB000QOB51;AB000QOB50;AB000QOB4Z;AB000QOB4Y,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces lydicus,main,main
AB000VXFTS,841,CP981_RS22205,GCF008704855.1,NZ_CP023691.1,5005741,5008267,1,58346,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_085923355.1,AB000VXFTT;AB000VXFTU;AB000VXFTV;AB000VXFTW;AB000VXFTX;AB000VXFTR;AB000VXFTQ;AB000VXFTP;AB000VXFTO;AB000VXFTN;AB000VXFTM;AB000VXFTL;AB000VXFTK;AB000VXFTJ;AB000VXFTI,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces platensis,main,main
AB000KPKC9,841,C4B68_RS17650,GCF002946835.1,NZ_CP026652.1,3858961,3861487,-1,2049881,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_099506218.1,AB000KPKCA;AB000KPKCB;AB000KPKCC;AB000KPKCD;AB000KPKCE;AB000KPKCF;AB000KPKCG;AB000KPKCH;AB000KPKCI;AB000KPKCJ;AB000KPKCK;AB000KPKCL;AB000KPKCM;AB000KPKC8;AB000KPKC7;AB000KPKC6;AB000KPKC5;AB000KPKC4;AB000KPKC3;AB000KPKC2;AB000KPKC1;AB000KPKC0;AB000KPKBZ;AB000KPKBY,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces dengpaensis,main,main
AB000JEG37,841,CGZ69_RS20175,GCF002777535.1,NZ_CP022438.1,4373943,4376469,1,316280,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_100108426.1,AB000JEG38;AB000JEG39;AB000JEG3A;AB000JEG3B;AB000JEG3C;AB000JEG3D;AB000JEG3E;AB000JEG3F;AB000JEG36;AB000JEG35;AB000JEG34;AB000JEG33;AB000JEG32;AB000JEG31;AB000JEG30;AB000JEG2Z;AB000JEG2Y;AB000JEG2X;AB000JEG2W,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces peucetius,main,main
AB000VVK4V,842,CP975_RS19775,GCF008704395.1,NZ_CP023695.1,4420800,4423329,1,132473,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_030785664.1,AB000VVK4W;AB000VVK4X;AB000VVK4Y;AB000VVK4Z;AB000VVK50;AB000VVK51;AB000VVK52;AB000VVK53;AB000VVK4U;AB000VVK4T;AB000VVK4S;AB000VVK4R;AB000VVK4Q;AB000VVK4P;AB000VVK4O;AB000VVK4N;AB000VVK4M;AB000VVK4L;AB000VVK4K;AB000VVK4J;AB000VVK4I,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces alboniger,main,main
